datetime,sentiment,close
2025-07-31 15:00,0.144,11.03
2025-07-31 15:01,0.0,11.03
2025-07-31 15:02,0.0,11.03
2025-07-31 15:04,0.0,11.03
2025-07-31 15:04,-0.1,11.03
2025-07-31 15:04,0.0,11.03
2025-07-31 15:04,-0.3,11.03
2025-07-31 15:05,0.0,11.03
2025-07-31 15:05,0.0,11.03
2025-07-31 15:05,-0.3,11.03
2025-07-31 15:05,0.0,11.03
2025-07-31 15:05,0.433,11.03
2025-07-31 15:05,0.433,11.03
2025-07-31 15:05,0.5,11.03
2025-07-31 15:05,0.0,11.03
2025-07-31 15:12,0.5,11.03
2025-07-31 15:14,0.0,11.03
2025-07-31 15:15,0.0,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.5,11.03
2025-07-31 15:16,0.062,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,-0.7,11.03
2025-07-31 15:16,0.5,11.03
2025-07-31 15:16,-0.7,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.25,11.03
2025-07-31 15:16,0.367,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,-0.167,11.03
2025-07-31 15:17,0.6,11.03
2025-07-31 15:20,0.136,11.03
2025-07-31 15:22,0.0,11.03
2025-07-31 15:24,0.5,11.03
2025-07-31 15:27,0.0,11.03
2025-07-31 15:27,0.0,11.03
2025-07-31 15:28,-0.042,11.03
2025-07-31 15:28,0.0,11.03
2025-07-31 15:28,0.0,11.03
2025-07-31 15:28,0.0,11.03
2025-07-31 15:29,-0.167,11.03
2025-07-31 15:29,0.0,11.03
2025-07-31 15:35,0.3,11.1
2025-07-31 15:35,0.0,11.1
2025-07-31 15:39,0.0,11.1
2025-07-31 15:40,0.5,11.1
2025-07-31 15:40,0.0,11.1
2025-07-31 15:40,0.16,11.1
2025-07-31 15:42,0.0,11.1
2025-07-31 15:45,0.0,11.1
2025-07-31 15:45,0.0,11.1
2025-07-31 15:45,0.0,11.1
2025-07-31 15:45,0.0,11.1
2025-07-31 15:47,0.1,11.1
2025-07-31 15:49,0.3,11.1
2025-07-31 15:49,0.0,11.1
2025-07-31 15:50,0.1,11.1
2025-07-31 15:50,0.0,11.1
2025-07-31 15:52,0.0,11.1
2025-07-31 15:56,0.0,11.1
2025-07-31 15:56,0.0,11.1
2025-07-31 15:58,0.0,11.1
2025-07-31 16:00,0.0,11.11
2025-07-31 16:00,0.0,11.11
2025-07-31 16:00,0.3,11.11
2025-07-31 16:00,0.0,11.11
2025-07-31 16:00,0.0,11.11
2025-07-31 16:03,0.468,11.11
2025-07-31 16:04,0.0,11.11
2025-07-31 16:04,-0.275,11.11
2025-07-31 16:04,-0.229,11.11
2025-07-31 16:06,-0.5,11.11
2025-07-31 16:06,0.0,11.11
2025-07-31 16:11,0.2,11.11
2025-07-31 16:14,0.0,11.11
2025-07-31 16:15,0.0,11.11
2025-07-31 16:16,0.0,11.11
2025-07-31 16:18,-0.5,11.11
2025-07-31 16:22,0.167,11.11
2025-07-31 16:22,0.0,11.11
2025-07-31 16:23,0.0,11.11
2025-07-31 16:23,0.25,11.11
2025-07-31 16:24,-0.4,11.11
2025-07-31 16:27,-0.1,11.11
2025-07-31 16:27,0.0,11.11
2025-07-31 16:30,0.017,11.14
2025-07-31 16:30,0.0,11.14
2025-07-31 16:30,0.0,11.14
2025-07-31 16:32,0.0,11.14
2025-07-31 16:32,0.068,11.14
2025-07-31 16:36,0.0,11.14
2025-07-31 16:40,0.318,11.14
