datetime,sentiment,close
2025-07-31 14:53,0.5,773.93
2025-07-31 14:53,-0.5,773.93
2025-07-31 14:54,0.156,773.93
2025-07-31 14:54,0.0,773.93
2025-07-31 15:00,0.144,780.48
2025-07-31 15:04,0.0,780.48
2025-07-31 15:05,0.5,780.48
2025-07-31 15:05,0.433,780.48
2025-07-31 15:05,0.0,780.48
2025-07-31 15:12,0.5,780.48
2025-07-31 15:16,0.5,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,-0.7,780.48
2025-07-31 15:16,0.5,780.48
2025-07-31 15:16,-0.7,780.48
2025-07-31 15:16,0.25,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:17,0.6,780.48
2025-07-31 15:20,0.136,780.48
2025-07-31 15:24,0.5,780.48
2025-07-31 15:27,0.0,780.48
2025-07-31 15:28,-0.042,780.48
2025-07-31 15:29,0.0,780.48
2025-07-31 15:40,0.5,780.21
2025-07-31 15:56,0.0,780.21
2025-07-31 16:00,0.0,779.5
2025-07-31 16:06,-0.5,779.5
