datetime,sentiment,close
2025-07-31 11:38,0.0,44720.0
2025-07-31 11:44,0.0,44720.0
2025-07-31 11:47,0.136,44720.0
2025-07-31 11:56,0.5,44720.0
2025-07-31 12:00,0.0,44739.0
2025-07-31 12:00,1.0,44739.0
2025-07-31 12:09,0.5,44739.0
2025-07-31 12:16,-0.156,44739.0
2025-07-31 12:18,0.136,44739.0
2025-07-31 12:21,0.5,44739.0
2025-07-31 12:36,0.6,44723.0
2025-07-31 12:51,0.0,44723.0
2025-07-31 13:02,0.0,44678.0
2025-07-31 13:03,0.0,44678.0
2025-07-31 13:07,1.0,44678.0
2025-07-31 13:11,0.5,44678.0
2025-07-31 13:12,0.7,44678.0
2025-07-31 13:13,0.5,44678.0
2025-07-31 13:22,0.5,44678.0
